ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
5261,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,39875,39272,*,*,2423,2000,0,1000,1
5350,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,51490,50626,*,*,3600,1600,18,1800,1
5714,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,27209,30508,*,*,3200,0,3926,0,0
5853,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,66388,71272,*,*,5000,0,6000,0,1
5964,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,20195,21854,*,*,2500,0,2000,0,0
6269,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,93263,95079,*,*,6800,3500,3500,0,1
6387,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,33360,25988,*,*,2190,1000,0,680,1
6962,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,66948,71122,*,*,4965,0,5289,0,0
7273,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,3328,33166,*,*,3341,0,30000,0,1
7378,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,19084,19601,*,*,1500,0,1600,0,0
7659,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,61402,60272,*,*,7100,2400,0,4600,0
7769,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,57072,58269,*,*,4700,2500,2300,2300,1
7776,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,27548,29536,*,*,2300,0,2600,0,0
7817,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,4233,5566,*,*,1000,0,2000,1170,0
8636,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,14289,17525,*,*,2900,0,3500,0,1
8809,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,7053,7082,*,*,943,100,443,0,1
9382,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,42373,48952,*,*,4059,14,10022,0,0
9583,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,18919,19161,*,*,1500,1000,700,0,1
10282,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,54065,57499,*,*,3200,1000,4500,0,0
10667,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,83359,85837,*,*,7000,2500,4000,0,0
11035,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,7751,9607,*,*,800,0,2000,0,1
11037,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,20721,20836,*,*,3000,0,600,0,1
11131,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,47120,50319,*,*,4000,0,4000,2000,0
11167,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,103988,110769,*,*,10000,0,8500,4100,0
11661,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,14443,15802,*,*,1200,0,1600,2200,1
12781,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,56517,81397,*,*,8900,0,26000,2100,1
12923,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,63979,63733,*,*,5010,0,5000,0,1
15598,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,11888,9351,*,*,1800,0,900,0,1
15773,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,31012,30402,*,*,2700,1300,0,1117,1
15785,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,45099,45116,*,*,2810,1000,2083,1500,1
16480,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,13508,13149,*,*,2200,500,0,700,1
16541,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,24309,26980,*,*,2697,0,3219,0,0
16544,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,12173,11855,*,*,4000,0,0,900,1
17214,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,19990,0,*,*,4700,0,0,3390,1
17350,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,82525,81086,*,*,9657,0,0,3200,1
17478,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,17504,19216,*,*,2300,0,2000,0,1
18043,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,50217,48199,*,*,5987,2000,1,3027,0
18707,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,32592,33102,*,*,3100,1300,1500,1771,0
18719,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,44006,46905,*,*,3582,0,3601,0,1
19862,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,51187,47551,*,*,3700,2000,0,2000,1
20671,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,43346,44105,*,*,5133,1800,1600,1900,1
23478,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,34951,34261,*,*,3200,1500,0,1500,1
24035,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,9279,9971,*,*,1638,0,844,0,1
24798,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,6429,7225,*,*,1500,0,900,0,0
24969,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,44117,45165,*,*,5800,1540,1900,1700,1
25221,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,9264,9862,*,*,2300,0,900,500,0
26687,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,19291,20675,*,*,3314,0,1700,0,0
26720,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,15663,17250,*,*,2273,0,2000,0,1
26804,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,71,3871,*,*,71,0,3800,0,1
26911,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,4893,5810,*,*,2000,0,1000,0,0
27268,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,15969,17701,*,*,2145,0,2000,0,1
27474,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,25229,24688,*,*,7720,1051,0,1987,1
27614,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,8054,8921,*,*,1600,0,1000,0,1
27791,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,50923,52158,*,*,4000,2000,2200,2100,1
29079,*,*,*,0,*,*,*,*,*,*,*,*,*,*,*,30444,32460,*,*,2700,0,2400,0,0
29357,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,10463,11295,*,*,2000,0,1000,0,1
29452,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,8292,9861,*,*,1500,0,1604,212,1
3932,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,119702,121650,*,*,0,9500,4100,0,1
5098,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,72042,65921,*,*,0,4800,0,2226,0
5499,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,151934,137885,*,*,5200,5110,0,5300,0
6492,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,189423,188567,*,*,0,15150,7700,0,0
6643,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,164405,161525,*,*,5000,15000,0,4089,0
7705,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,202139,194326,*,*,0,14184,0,6700,0
7940,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,142170,144587,*,*,7580,5000,4913,0,1
9316,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,207919,205377,*,*,12018,3000,5000,12000,0
11618,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,109072,106848,*,*,0,8007,0,5000,1
12498,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,129942,118202,*,*,0,10000,0,11000,1
16259,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,109293,105804,*,*,0,8077,0,3947,0
17071,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,76113,26366,*,*,2500,10302,17500,3000,0
17369,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,70768,71755,*,*,0,8000,3000,0,0
18243,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,124622,127646,*,*,4700,0,9500,0,0
18486,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,134230,131986,*,*,4900,5105,0,5050,0
19441,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,39193,38297,*,*,0,5200,0,2769,0
19606,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,167235,179461,*,*,5000,3400,15000,6017,0
21352,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,151108,142190,*,*,10800,5411,0,4959,0
22064,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,117767,115640,*,*,5000,0,0,4200,0
22812,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,173687,176510,*,*,6000,7000,6000,20000,0
24029,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,49643,46812,*,*,0,7000,0,2000,0
24890,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,158294,166836,*,*,11400,0,10800,0,0
25769,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,118144,118029,*,*,13500,2300,2002,0,0
29510,*,*,*,3,*,*,*,*,*,*,*,*,*,*,*,128087,125931,*,*,0,13808,0,4600,0
2563,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,140350,136475,*,*,0,12000,0,5000,1
5349,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,116021,114001,*,*,0,8500,0,8000,1
8105,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,154531,147016,*,*,0,12766,0,0,1
12623,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,147262,156808,*,*,5500,0,12000,0,1
15843,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,204067,200720,*,*,7200,7500,0,15079,1
28538,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,124155,137176,*,*,2000,3500,15000,6000,0
136,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,14158,13891,*,*,0,1000,0,327,0
373,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,49718,48767,*,*,0,8000,0,2000,0
388,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,72870,75018,*,*,3500,3500,3500,5100,1
665,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,29693,30456,*,*,1100,1200,1400,0,0
725,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,29385,31401,*,*,2000,0,2500,0,0
1130,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,52738,48789,*,*,2000,1950,0,1885,1
1381,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,55213,58700,*,*,0,0,4400,2200,0
1418,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,1521,1204,*,*,0,1204,0,0,0
1722,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,66637,67882,*,*,3200,2600,2500,2500,0
1932,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,780,240,*,*,0,240,0,780,1
2303,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,59017,56637,*,*,0,2013,7577,13,0
2379,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,19167,18750,*,*,0,1500,0,1500,1
2397,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,49366,47539,*,*,1900,1904,12,5224,0
2843,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,13763,13989,*,*,0,1500,600,0,0
3195,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,5126,5899,*,*,0,0,1000,0,1
3240,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,2714,2202,*,*,0,1479,0,0,0
3608,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,31378,31914,*,*,0,2500,1200,0,0
4049,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,93323,91783,*,*,0,9717,0,3300,1
4096,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,10313,6687,*,*,0,3313,0,291,0
4325,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,18740,20219,*,*,0,0,1800,663,0
4455,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,9022,8237,*,*,800,0,0,500,1
5242,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,44109,43253,*,*,3000,1892,0,1572,0
5274,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,59331,60569,*,*,0,4675,2361,0,1
5455,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,39982,44621,*,*,1700,0,5500,0,0
5904,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,16715,11133,*,*,0,1500,0,1000,0
6369,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,20619,17582,*,*,0,5000,0,8000,0
6951,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,45886,48701,*,*,2000,0,3581,0,0
7029,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,71938,73605,*,*,0,5500,3000,0,1
7284,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,37842,40342,*,*,0,0,3105,0,1
7423,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,28200,28762,*,*,0,2310,1173,0,0
7528,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,10254,9940,*,*,0,1000,0,200,0
7725,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,10050,8304,*,*,0,2000,0,2000,1
7923,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,55904,52160,*,*,0,4000,0,4000,1
8217,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,20385,19218,*,*,0,1525,0,1000,1
9264,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,60576,42784,*,*,1500,2062,0,7222,0
9426,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,63243,64554,*,*,2000,3000,2500,0,0
9803,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,20038,18982,*,*,0,1600,0,1000,0
9941,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,4912,3669,*,*,0,2500,0,0,1
10098,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,90043,91534,*,*,5348,3700,3128,0,0
10156,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,9442,9144,*,*,0,948,0,484,1
10211,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,26946,28346,*,*,0,1400,2000,1200,0
10329,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,42800,38381,*,*,0,8000,0,5000,0
10364,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,51543,50563,*,*,2000,2000,0,5000,0
10405,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,50926,54404,*,*,2020,0,4500,2000,0
10410,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,41146,40332,*,*,0,4600,0,2000,0
10457,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,73330,78032,*,*,3000,0,6103,0,1
10594,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,15543,16139,*,*,0,1000,1000,0,0
10698,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,5328,4969,*,*,0,4115,0,0,0
11128,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,4180,3820,*,*,0,2523,0,0,0
11172,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,27026,26056,*,*,0,2200,0,1000,1
11445,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,26079,27941,*,*,1000,0,2300,1200,0
11623,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,29323,28709,*,*,2300,0,0,4860,1
11831,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,14008,13179,*,*,0,1600,0,500,1
11893,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,503,503,*,*,0,0,0,1200,0
11947,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,31203,30554,*,*,0,2640,0,1500,1
11976,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,20389,17369,*,*,0,10000,0,33000,0
12231,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,27798,27219,*,*,0,5335,0,2054,0
12508,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,56699,55632,*,*,2300,2000,0,2500,0
12536,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,10632,10312,*,*,0,1000,0,1000,0
12677,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,29054,28052,*,*,0,2500,0,1500,1
13068,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,28656,29087,*,*,0,2000,1000,5000,0
13291,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,10418,10102,*,*,0,876,0,374,0
13354,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,17762,17327,*,*,0,2000,0,5000,0
13365,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,50758,49676,*,*,1800,2500,0,2000,0
13466,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,27211,23784,*,*,0,3000,0,5000,0
13571,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,914,930,*,*,0,182,16,0,1
13781,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,9863,9558,*,*,1000,0,0,508,1
13845,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,30690,31093,*,*,2000,1626,1049,11,0
13957,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,14654,14271,*,*,0,1500,0,600,1
14026,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,48677,47740,*,*,0,4000,0,2300,1
14217,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,71179,69484,*,*,2600,3000,0,2800,1
14299,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,32739,33143,*,*,0,4000,1150,1000,0
14420,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,1321,8879,*,*,1800,0,8480,0,1
14479,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,31208,30582,*,*,0,4000,0,1500,0
15019,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,44357,43516,*,*,0,7000,0,2000,0
15234,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,67873,65503,*,*,0,5000,2600,0,0
15245,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,34184,33503,*,*,1300,1500,0,1300,0
15352,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,2753,2191,*,*,0,1000,0,5000,0
15863,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,84532,80828,*,*,4304,3000,0,3000,1
15896,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,20510,19897,*,*,3000,900,0,500,0
15973,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,30472,29483,*,*,0,2400,0,1500,1
16151,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,10962,7350,*,*,0,3000,0,7505,0
16326,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,13929,11307,*,*,0,1000,0,2000,0
16381,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,37325,39725,*,*,3000,0,3000,2000,1
16468,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,32392,32645,*,*,0,2578,1294,0,1
16525,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,20859,20247,*,*,0,2700,0,500,0
16640,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,25776,25088,*,*,1200,2100,0,0,1
17188,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,43763,46646,*,*,1600,0,3600,2000,0
17282,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,20906,20289,*,*,1000,4750,0,600,1
18108,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,16437,-2474,*,*,63,104,23,50212,0
18138,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,45576,46495,*,*,3000,2000,1800,1600,0
18221,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,8563,9918,*,*,0,0,1500,0,0
18369,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,30174,28603,*,*,0,2297,40,1755,1
18644,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,2500,2500,*,*,0,0,0,0,0
18735,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,31064,30487,*,*,0,2300,0,1100,0
18939,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,30248,27447,*,*,0,3500,0,1100,0
19118,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,11400,0,*,*,2000,0,0,0,0
19413,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,40109,42695,*,*,0,0,3400,1800,0
19426,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,96079,94428,*,*,0,7200,0,8000,0
19819,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,29866,29276,*,*,0,3519,0,1368,1
20673,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,44090,48914,*,*,0,4000,5700,2000,1
20834,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,15041,14751,*,*,0,1500,0,1000,1
21442,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,34734,35292,*,*,1200,1300,1200,0,0
21900,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,40465,36745,*,*,0,1000,0,0,1
22083,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,44000,45651,*,*,1500,3000,2500,600,0
22366,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,20052,20385,*,*,0,3800,800,0,1
22431,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,42191,43371,*,*,1500,1500,2000,2000,0
22541,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,24018,21490,*,*,0,8000,0,2000,0
22623,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,8258,8370,*,*,37,500,300,0,0
22902,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,17908,17482,*,*,0,1548,0,637,0
23293,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,73312,72015,*,*,0,8023,0,5700,0
23465,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,14750,14371,*,*,600,3000,0,600,1
23496,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,26877,26493,*,*,0,1600,0,1100,1
23847,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,71981,63168,*,*,0,5500,0,10000,0
24028,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,50758,36922,*,*,0,12000,3000,0,0
24075,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,29901,49293,*,*,1200,0,20000,2000,0
24158,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,34233,36521,*,*,1500,0,3000,0,0
24355,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,89867,81617,*,*,524,6004,5,3073,0
24549,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,84165,89017,*,*,6000,0,6500,574,0
25803,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,1696,1166,*,*,0,1166,0,0,0
25924,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,411,261,*,*,0,300,0,6500,1
26150,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,21304,1185,*,*,7,1185,0,54416,0
26169,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,30498,29890,*,*,2500,1500,0,1200,1
26375,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,7913,7642,*,*,0,1000,0,5000,1
26919,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,55865,54842,*,*,1800,2400,0,5500,0
27111,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,32169,31520,*,*,0,2578,0,3225,1
27640,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,3748,-3148,*,*,0,0,4999,0,0
27653,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,19807,19407,*,*,1000,1500,0,3000,0
27839,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,355,-520,*,*,0,0,0,35893,0
27841,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,51648,55409,*,*,1900,0,4600,0,0
27848,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,32690,34661,*,*,1200,0,2500,2500,0
28056,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,22989,22483,*,*,25,2869,0,814,0
29206,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,12421,12129,*,*,0,1958,0,1000,0
29242,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,15022,16855,*,*,696,0,2237,0,0
29302,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,48731,49655,*,*,2000,2000,2200,1700,0
29355,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,24441,23910,*,*,1000,2000,0,1000,1
29379,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,10153,9846,*,*,1000,900,0,800,1
29708,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,8945,8657,*,*,0,1086,0,353,0
29829,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,55589,54570,*,*,0,4078,0,2500,1
23,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,46905,46012,*,*,0,3601,0,1820,1
534,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,61198,62524,*,*,2500,0,2500,2500,1
934,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,12923,12566,*,*,0,2000,0,1000,1
2542,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,54563,56013,*,*,2000,2000,2500,2300,1
3019,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,12016,11404,*,*,0,4000,0,4000,0
3044,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,47624,48592,*,*,0,3707,1900,0,1
3242,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,103401,109831,*,*,4000,4000,8300,0,1
4093,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,5722,4501,*,*,0,1000,0,1000,0
4193,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,13732,13362,*,*,0,1200,0,494,1
5365,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,80079,79657,*,*,4800,1800,1000,2800,0
6120,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,24851,24301,*,*,0,2000,0,2200,1
6910,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,29442,30003,*,*,1200,1300,1200,1100,1
9148,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,3871,3612,*,*,0,3800,0,0,1
9165,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,29513,28890,*,*,0,2400,0,1600,1
9715,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,9862,10050,*,*,0,900,500,0,0
9756,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,54910,57344,*,*,2200,0,3513,3000,0
10354,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,12333,11986,*,*,0,1015,0,1900,1
10664,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,44955,44081,*,*,2000,1738,0,4000,1
11662,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,20100,19629,*,*,0,1900,0,1000,1
11994,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,33102,33860,*,*,1300,1500,1771,0,0
12018,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,15917,15514,*,*,700,900,0,600,1
12832,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,7923,7647,*,*,0,1000,0,1000,1
13219,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,5791,5550,*,*,0,600,0,600,1
13263,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,31548,30889,*,*,0,2400,0,3000,1
